 0	 0	100000.000000000000000
 1	 0	100000.000000000000000
 2	 0	100000.000000000000000
 3	 0	100000.000000000000000
 4	 0	100000.000000000000000
 5	 0	100000.000000000000000
 6	 0	100000.000000000000000
 7	 0	100000.000000000000000
 8	 0	100000.000000000000000
 9	 0	100000.000000000000000
10	 0	100000.000000000000000
11	 0	100000.000000000000000
12	 0	100000.000000000000000
13	 0	100000.000000000000000
14	 0	100000.000000000000000
15	 0	100000.000000000000000
16	 0	100000.000000000000000
17	 0	100000.000000000000000
18	 0	100000.000000000000000
19	 0	100000.000000000000000
20	 0	100000.000000000000000
21	 0	100000.000000000000000
22	 0	100000.000000000000000
23	 0	100000.000000000000000
24	 0	100000.000000000000000
25	 0	100000.000000000000000
26	 0	100000.000000000000000
27	 0	100000.000000000000000
28	 0	100000.000000000000000
29	 0	100000.000000000000000
30	 0	100000.000000000000000
 0	 1	100000.000000000000000
 1	 1	100000.000000000000000
 2	 1	100000.000000000000000
 3	 1	100000.000000000000000
 4	 1	100000.000000000000000
 5	 1	100000.000000000000000
 6	 1	100000.000000000000000
 7	 1	100000.000000000000000
 8	 1	100000.000000000000000
 9	 1	100000.000000000000000
10	 1	100000.000000000000000
11	 1	100000.000000000000000
12	 1	100000.000000000000000
13	 1	100000.000000000000000
14	 1	100000.000000000000000
15	 1	100000.000000000000000
16	 1	100000.000000000000000
17	 1	100000.000000000000000
18	 1	100000.000000000000000
19	 1	100000.000000000000000
20	 1	100000.000000000000000
21	 1	100000.000000000000000
22	 1	100000.000000000000000
23	 1	100000.000000000000000
24	 1	100000.000000000000000
25	 1	100000.000000000000000
26	 1	100000.000000000000000
27	 1	100000.000000000000000
28	 1	100000.000000000000000
29	 1	100000.000000000000000
30	 1	100000.000000000000000
 0	 2	100000.000000000000000
 1	 2	100000.000000000000000
 2	 2	100000.000000000000000
 3	 2	100000.000000000000000
 4	 2	100000.000000000000000
 5	 2	100000.000000000000000
 6	 2	100000.000000000000000
 7	 2	100000.000000000000000
 8	 2	100000.000000000000000
 9	 2	100000.000000000000000
10	 2	100000.000000000000000
11	 2	100000.000000000000000
12	 2	100000.000000000000000
13	 2	100000.000000000000000
14	 2	100000.000000000000000
15	 2	100000.000000000000000
16	 2	100000.000000000000000
17	 2	100000.000000000000000
18	 2	100000.000000000000000
19	 2	100000.000000000000000
20	 2	100000.000000000000000
21	 2	100000.000000000000000
22	 2	100000.000000000000000
23	 2	100000.000000000000000
24	 2	100000.000000000000000
25	 2	100000.000000000000000
26	 2	100000.000000000000000
27	 2	100000.000000000000000
28	 2	100000.000000000000000
29	 2	100000.000000000000000
30	 2	100000.000000000000000
 0	 3	100000.000000000000000
 1	 3	100000.000000000000000
 2	 3	100000.000000000000000
 3	 3	100000.000000000000000
 4	 3	100000.000000000000000
 5	 3	100000.000000000000000
 6	 3	100000.000000000000000
 7	 3	100000.000000000000000
 8	 3	100000.000000000000000
 9	 3	100000.000000000000000
10	 3	100000.000000000000000
11	 3	100000.000000000000000
12	 3	100000.000000000000000
13	 3	100000.000000000000000
14	 3	100000.000000000000000
15	 3	100000.000000000000000
16	 3	100000.000000000000000
17	 3	100000.000000000000000
18	 3	100000.000000000000000
19	 3	100000.000000000000000
20	 3	100000.000000000000000
21	 3	100000.000000000000000
22	 3	100000.000000000000000
23	 3	100000.000000000000000
24	 3	100000.000000000000000
25	 3	100000.000000000000000
26	 3	100000.000000000000000
27	 3	100000.000000000000000
28	 3	100000.000000000000000
29	 3	100000.000000000000000
30	 3	100000.000000000000000
 0	 4	100000.000000000000000
 1	 4	100000.000000000000000
 2	 4	100000.000000000000000
 3	 4	100000.000000000000000
 4	 4	100000.000000000000000
 5	 4	100000.000000000000000
 6	 4	100000.000000000000000
 7	 4	100000.000000000000000
 8	 4	100000.000000000000000
 9	 4	100000.000000000000000
10	 4	100000.000000000000000
11	 4	100000.000000000000000
12	 4	100000.000000000000000
13	 4	100000.000000000000000
14	 4	100000.000000000000000
15	 4	100000.000000000000000
16	 4	100000.000000000000000
17	 4	100000.000000000000000
18	 4	100000.000000000000000
19	 4	100000.000000000000000
20	 4	100000.000000000000000
21	 4	100000.000000000000000
22	 4	100000.000000000000000
